company_number_search,jurisdiction_code_search,company_name_search,country_code_search,state_search
0080054603,us_tx,DALLAS NEPHROLOGY ASSOCIATES,US,TX
3942949,us_de,GOOGLE PAYMENT CORP.,US,DE
0074534300,us_tx,"MOODY INSURANCE GROUP, INC.",US,TX
043107278,us_ma,"EOS USA, INC.",US,MA
2202552,us_de,"SUBWAY REALTY, LLC",US,DE
2231577,us_de,"LEXMARK INTERNATIONAL, INC.",US,DE
189701,us_ny,INTERBORO SYSTEMS CORPORATION,US,NY
09476dd5-abd4-e011-a886-001ec94ffe7f,us_mn,Rosemount Inc.,US,MN
2699356,us_de,BLACK & DECKER PUERTO RICO INC.,US,DE
4458500,us_de,DESARROLLOS INSULARES LLC,US,DE
7167378,us_de,UTRIPER LLC,US,DE
L22000317555,us_fl,BACALAITO BAKERY LLC,US,FL
0804732802,us_tx,"One Call Away Transportation Services, LLC",US,TX
803024794,us_mi,"ACRISURE MID-ATLANTIC PARTNERS INSURANCE SERVICES, LLC",US,MI
201915110376,us_ca,STRATUS FINANCIAL LLC,US,CA
7516481,us_de,"SUNNOVA AURORA I OWNER, LLC",US,DE
6569601,us_de,TRANSFR INC.,US,DE
,us_pa,THE JW GROUP OF PENNSYLVANIA INCORPORATED,US,PA
165626590,us_or,BLUE HERON-NA LLC,US,OR
E0075252013-7,us_nv,Coforge BPS America Inc.,US,NV
6814690,us_de,PENNROSE PONCE DE LEON HOUSING LLC,US,DE
0802724903,us_tx,"Adaptive Industrial Services, LLC",US,TX
000728553,us_tn,McKesson Specialty Care Distribution LLC,US,TN
20228065901,us_co,Uncle Larry LLC,US,CO
1963109,us_ca,AMERICAN PACIFIC MORTGAGE CORPORATION,US,CA
P09000005511,us_fl,TURRIS SERVICES INC.,US,FL
D02077980,us_md,COLUMBIA TELECOMMUNICATIONS CORPORATION,US,MD
6934331,us_de,"SUNRUN RAGNAR MANAGER 2023, LLC",US,DE
05636410,us_va,"OWENS & MINOR DISTRIBUTION, INC.",US,VA
5359931,us_de,"PAYWARD VENTURES, INC.",US,DE
3639149,us_ca,SARVER CORPORATION,US,CA
,us_de,"ODP BUSINESS SOLUTIONS, LLC",US,DE
145961298,us_or,"PR VENTURES OREGON, LLC",US,OR
6205860,us_de,"HYPERION FINANCE, INC.",US,DE
cb7cd48c-aad4-e011-a886-001ec94ffe7f,us_mn,"Retail Tech, Inc.",US,MN
,us_fl,PUERTO RICO AMERICAN FOOTBALL ALLIANCE LLC,US,FL
3550812,us_ca,RAINFOREST CONNECTION,US,CA
0800516496,us_tx,"Voxai Solutions, Inc.",US,TX
0801138583,us_tx,"Xact Warehouse Solutions, LLC",US,TX
5976989,us_de,UE MONTEHIEDRA OPQOZB II LLC,US,DE
3280342,us_de,VFS US LLC,US,DE
001183184,us_ma,"QUEEN CONSULTING GROUP, INC.",US,MA
5290553,us_de,NEDAP INC.,US,DE
0361413,us_vt,SD MANAGEMENT LLC,US,VT
N10000003751,us_fl,"THE UNITED STATES FIRE DEPARTMENT RESERVE CORPS, INC.",US,FL
3108008,us_de,NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS,US,DE
,us_de,"ONTRAK, INC.",US,DE
4419286,us_de,"NSA PUERTO RICO, LLC",US,DE
6281818,us_de,LA MERCED ELDERLY MANAGER CORP.,US,DE
001461262,us_ma,"PANORAMA GOLD III, LLC",US,MA
0124166801,us_tx,"MIGRANT CLINICIANS NETWORK, INC.",US,TX
7970768,us_de,UE MONTEHIEDRA OPQOZB LLC,US,DE
6580079,us_de,"SUNNOVA SAP II, LLC",US,DE
7972188,us_de,"HACIENDA SAN MIGUEL, LLC",US,DE
3074007,us_de,"REVANCE THERAPEUTICS, INC.",US,DE
0801155567,us_tx,"Chenega Tri-Services, LLC",US,TX
791873,us_de,"BIO-MEDICAL APPLICATIONS OF PONCE, INC.",US,DE
LLC15466-2004,us_nv,"QUANTUM MARK, LLC",US,NV
3500584267,us_ok,MPW ENGINEERING L.L.C.,US,OK
2656930,us_de,"SYNEOS HEALTH, LLC",US,DE
,us_fl,NATIONAL SERVICES (PR) INC.,US,FL
L18000013178,us_fl,"BRANDNET INTERNATIONAL GROUP, LLC",US,FL
,us_wi,MINISTERIO EVANGELISTICO DIOS TE AMA INC.,US,WI
7178298,us_de,"AGORDIA, INC.",US,DE
23600280D,us_la,"WALDEMAR S. NELSON AND COMPANY, INCORPORATED",US,LA
3205036,us_de,"VOYA INSTITUTIONAL PLAN SERVICES, LLC",US,DE
5835305,us_de,"ROSE PAVING, LLC",US,DE
36678644N,us_la,"THE ST. BERNARD PROJECT, INC.",US,LA
6240764,us_de,"PATRIOT RESPONSE GROUP, LLC",US,DE
6799862,us_de,"INVERSOL, LLC",US,DE
L17000223213,us_fl,"MATO CONSTRUCTION & RESTORATION, L.L.C.",US,FL
2729439,us_ny,STRATEGIC SECURITY CORP.,US,NY
0801694983,us_tx,"Sage Telecom Communications, LLC",US,TX
6453126,us_de,"BLACKBURN TECHNOLOGIES II, LLC",US,DE
5383010,us_de,"UNIVERSAL REGISTERED AGENTS, INC.",US,DE
L14000050023,us_fl,"RISAMAR BUSINESS GROUP, LLC",US,FL
6210958,us_de,"CONDADO 5, LLC",US,DE
6128482,us_de,PLAZA ELENA ASSOCIATES INC.,US,DE
001235465,us_ma,ALTURAS DE MONTE VERDE LLC,US,MA
20246,us_oh,MENNONITE MISSION NETWORK,US,OH
,us_fl,FAIRINTERAMERICAN INCORPORATED,US,FL
800148843,us_mi,AVFUEL CORPORATION,US,MI
15587,us_ny,"MARSHALL & STERLING, INC.",US,NY
5809932,us_de,LED FUNDING II LLC,US,DE
357573,us_ia,"BOOMERANG WIRELESS, LLC",US,IA
5794831,us_de,VERTEX PHARMACEUTICALS (PUERTO RICO) LLC,US,DE
2691928,us_de,"TOMMY BAHAMA R&R HOLDINGS, INC.",US,DE
0400720315,us_nj,"TIERRA CIELO, LLC",US,NJ
07457203,us_va,"Carelon Health Federal Services, Inc.",US,VA
602354869,us_wa,"AFG BROKERAGE, LLC",US,WA
D04600961,us_md,"MILLER CONSTRUCTION SERVICES, INC",US,MD
20021242032,us_co,"GeoStabilization International, LLC",US,CO
5294357,us_de,"ASSETPOINT FINANCIAL, LLC",US,DE
N11000009812,us_fl,"YOUCANMAKEADIFFERENCE, INC.",US,FL
,us_de,"INFOR (US), LLC",US,DE
,us_ca,"NOVOGRADAC & COMPANY , LLP",US,CA
870516,us_pa,KEYSTONE PEER REVIEW ORGANIZATION INC.,US,PA
5444105,us_de,"KEYSIGHT TECHNOLOGIES WORLD TRADE, INC.",US,DE
0023294100,us_tx,SOUTHWEST AIRLINES CO.,US,TX
2963875,us_de,"THE HILLMAN GROUP, INC.",US,DE
3890673,us_de,"MEGA MEDIA HOLDINGS, INC.",US,DE
0100711567,us_nj,"PHILLIPS & COHEN ASSOCIATES, LTD.",US,NJ
2152526,us_de,"CURRIE & BROWN, INC.",US,DE
4250555,us_de,"PRWIRELESS PR, LLC",US,DE
CORP_62795816,us_il,"INDEPENDENT STATISTICAL SERVICE, INC.",US,IL
S15157,us_fl,STARLIMS CORPORATION,US,FL
,us_de,"MANAGERS DISTRIBUTORS, INC.",US,DE
00262483,us_mo,"CLARK, RICHARDSON AND BISKUP CONSULTING ENGINEERS, INC.",US,MO
,us_ny,"KUEHNE & NAGEL, INC.",US,NY
0436804,us_nc,"CARIBEX WORLDWIDE, INC.",US,NC
30458,us_ny,THE NEW YORK FOUNDLING,US,NY
22948,bb,TIMELINES,BB,
,gu,ECJ ENTERPRISES CORPORATION,GU,
,hu,COOPERTON INVESTMENTS LLC,HU,
C49777,mt,KAMBI MALTA LIMITED,MT,
,pa,COSTA DEL ESTE 1704 LLC,PA,
82531062,es,GAS NATURAL APROVISIONAMIENTOS SDG SA,ES,
360232,ch,Trafigura AG,CH,
,co,TAYLOR Y JOHNSON LTDA L.L.C.,CO,
,de,SAP PUERTO RICO GMBH LLC,DE,
24104950,nl,Anthony Veder Investerings Maatschappij B.V.,NL,
174993B,bs,G-Capital Limited,BS,
66938694,nl,Micro Focus Holding PR B.V.,NL,
823769,ch,Edwards Lifesciences Technology Sàrl,CH,
46326,bm,Abbott Healthcare (Puerto Rico) Ltd.,BM,
,do,"KUKY SILVERIO INDUSTRIAL, S.R.L.",DO,
,mx,EXPORTADORA DE CAFE CALIFORNIA S.A DE C.V. CORPORACIÓN,MX,
,us_nc,"REEDS JEWELERS OF NORTH CAROLINA, INC.",US,NC
,do,"SARTON DOMINICANA, S.A.S.",DO,
3684651,us_de,DEVAL LLC,US,DE
357652,do,INGENIERIA ESTRELLA,DO,
,es,"ALENER SOLAR S.L., INC.",ES,
,gb,FENIX INTERNATIONAL L.L.C.,GB,
34604724K,us_la,"GLOBAL SURETY, L.L.C.",US,LA
,do,"INDUSTRIAS BANILEJAS, SAS",DO,
33287181,nl,Pall Netherlands B.V.,NL,
,pa,GISSENS LIMITED LIABILITY COMPANY,PA,
,us_mi,"DE LAGE LANDEN FINANCIAL SERVICE, INC.",US,MI
2041588,ca,Deighton Associates Ltd.,CA,
,mx,LOUIS DREYFUS COMPANY MEXICO SA DE CV CORPORACIÓN,MX,
354184,pa,ANSTEE HOUSING CORP.,PA,
659300,pa,FOUR BELLS RESOURCES INC.,PA,
0100208900,us_tx,"PUERTO RICO FUELS, INC.",US,TX
2740956,us_de,DELOITTE & TOUCHE LLP,US,DE
4436858,us_de,"NATIONWIDE SECURITIES, LLC",US,DE
,us_ny,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,US,NY
CORP_64032798,us_il,"NEIGHBORHOOD LOANS, INC.",US,IL
042807100,us_ma,"EASTERN RESEARCH GROUP, INC.",US,MA
2971712,us_de,"SUNRUN JUNO MANAGER 2024, LLC",US,DE
EXTUID_2677565,us_dc,"HOGAR HISPANO, INC",US,DC
LLC_03955974,us_il,"CLEO COMMUNICATIONS US, LLC",US,IL
2418343,us_de,SUPEFINA HOLDING LLC,US,DE
6780994,us_ny,MAXSIP TEL LLC,US,NY
3612378,us_pa,Movimiento Internacional Lugar De Propositos Inc,US,PA
943f50d8-ee31-e311-8e3a-001ec94ffe7f,us_mn,"Ambor Structures, Inc.",US,MN
3079976,us_de,"WALMART INSURANCE SERVICES, LLC",US,DE
7634155,us_de,"SUNNOVA TEP 8-B, LLC",US,DE
11142,us_ny,NATIONAL RIFLE ASSOCIATION OF AMERICA,US,NY
,us_de,MILESTONE RISK MANAGEMENT LLC,US,DE
3f467dd8-a8d4-e011-a886-001ec94ffe7f,us_mn,"Professional Service Bureau, Inc.",US,MN
,us_tn,PALAMERICAN SECURITY INC CORPORATION,US,TN
20201743805,us_co,"Siete, Inc.",US,CO
201936410137,us_ca,WAR HAMMER MANAGEMENT LLC,US,CA
0800065304,us_tx,"iMCS Group, Inc.",US,TX
5769835,us_de,"ONFIDO, INC.",US,DE
602743559,us_wa,"EDUCATION FIRST CONSULTING, LLC",US,WA
3493224,us_de,SOUTHWORTH GOLF CONSTRUCTION LLC,US,DE
6177694,us_de,"SUNNOVA ASSET PORTFOLIO 9 HOLDINGS, LLC",US,DE
6780611,us_ny,BULA REALTY CORP.,US,NY
0014052500,us_tx,BUILDERS EQUIPMENT & TOOL COMPANY,US,TX
,us_de,DRG PROPERTIES CORP.,US,DE
S7130919,us_va,RFI HOLDINGS LLC,US,VA
1917184,us_nc,"D2 Government Solutions, INC.",US,NC
20151803188,us_co,Success4Life GED Tutoring Services,US,CO
6751036,us_de,"SUCCESS GROUP HOLDCO, LLC",US,DE
0450782882,us_nj,1416 CONDADO DEL MAR LLC,US,NJ
6642337,us_de,"YEAR 2 FILM PRODUCTION PR, LLC",US,DE
800408967,us_mi,"TRESCAL, INC.",US,MI
5772974,us_de,"BEVERAGE PUERTO DEL REY, LLC",US,DE
,us_de,FR FALCONWING LLC,US,DE
6061060,us_de,"SUNRUN DEMETER OWNER 2021-2, LLC",US,DE
,us_oh,DIA AGENCY INC.,US,OH
7004446,us_pa,Performance Leadership Recruiting LLC,US,PA
L20000354449,us_fl,VITAL GOODS LLC,US,FL
6768382,us_pa,HALO STAFFING AGENCY LLC,US,PA
7398329,us_de,"INX DIGITAL, INC.",US,DE
5092178,us_de,"SUNRUN BALERION II MANAGER 2021, LLC",US,DE
1145606,us_ms,"Berkeley Alternative Income Fund I, LLC",US,MS
3941038,us_de,ECOGY PUERTO RICO II LLC,US,DE
7972683,us_de,"837 SENIOR LIVING, LLC",US,DE
5927024,us_de,"MOBILITIE INVESTMENTS IV, LLC",US,DE
0100783907,us_nj,"BRUNS-PAK WORLDWIDE, INC.",US,NJ
5829344,us_de,"ATHENA BITCOIN, INC.",US,DE
4950364,us_de,"HMS FERRIES, INC.",US,DE
,us_de,APIFINY ASSET NETWORK INC.,US,DE
201419010384,us_ca,"INTEGRATED CRYOGENIC SOLUTIONS, LLC",US,CA
5505642,us_ny,"SOLAR RESPONDERS, INC.",US,NY
0627639,us_ca,"MIYAMOTO INTERNATIONAL, INC.",US,CA
6444202,us_de,CRE INSURANCE SOLUTIONS LLC,US,DE
,us_ms,LOOKS GREAT SERVICES PR LLC,US,MS
G36615,us_fl,CITY ELECTRIC SUPPLY COMPANY,US,FL
,us_ny,"MICHAEL R. MCNULTY CENTER FOR VETERAN ENTREPENEURIAL ACTIVITY, INC.",US,NY
19990575DC,us_me,"BERRY, DUNN, MCNEIL & PARKER, LLC",US,ME
2075933,us_de,"CHANGE HEALTHCARE TECHNOLOGIES, LLC",US,DE
EXTUID_2735945,us_dc,NATIONAL CENTER FOR STATE COURTS,US,DC
498216,us_nh,"WIGGINS AIRWAYS, INC.",US,NH
0802774569,us_tx,"Caris MPI, Inc.",US,TX
3909772,us_de,"PHREESIA, INC.",US,DE
0600306140,us_nj,MICHAELS CONSTRUCTION COMPANY LLC,US,NJ
5252175,us_ny,CREATIVE JUSTICE INITIATIVE INC.,US,NY
P18000084177,us_fl,"HAYS COMPANIES, INC.",US,FL
2909282,us_de,"BGRS, LLC",US,DE
7066252,us_de,CTF HOUSING LLC,US,DE
,us_va,KINUM INC CORPORATION,US,VA
L11000032020,us_fl,FLORIDIAN PUBLIC ADJUSTERS LLC,US,FL
,us_fl,THEATINE SISTERS OF THE INMACULATE CONCEPTION CORP,US,FL
0801177678,us_tx,"Empire Public Adjusters, Inc.",US,TX
,us_fl,UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES CORP.,US,FL
L09000084059,us_fl,"NAKY TECHNOLOGIES, LLC",US,FL
L15000163967,us_fl,"MUVE ARCHITECTURE, LLC",US,FL
,us_ca,HUB INTERNATIONAL SERVICES INC.,US,CA
0050905,us_nc,Family Health International,US,NC
03985629,us_va,Koster American Corporation,US,VA
0756359,us_ct,REED GROUP MANAGEMENT LLC,US,CT
C632-1998,us_nv,"INCORP SERVICES, INC.",US,NV
5756800,us_de,"BENHAM DESIGN, LLC",US,DE
19871188991,us_co,"DENVER COMMERCIAL BUILDERS, INC.",US,CO
0118102600,us_tx,C.D. MITCHELL & COMPANY,US,TX
548350,us_oh,"CONSTRUCTION ONE, INC.",US,OH
1782755,us_oh,"COLLECTIONS ACQUISITION COMPANY, INC.",US,OH
0600158194,us_nj,"ASCEND LABORATORIES, LLC",US,NJ
3049857,us_de,"EARTHLINK BUSINESS, LLC",US,DE
,us_oh,IGLESIA CRISTIANA DE AVIVAMIENTO UNCION PODER Y FUEGO INC.,US,OH
,us_ny,IGLESIA PENTECOSTAL FUENTE DE ORACION INC.,US,NY
759111,us_de,"ADP, LLC",US,DE
2152904,us_de,FRANKLIN CREDIT MANAGEMENT CORPORATION,US,DE
3981666,us_de,QUANTUM SERVICING CORPORATION,US,DE
6109496,us_de,NEW PENN MOTOR EXPRESS LLC,US,DE
810335,us_de,"BIO-RAD LABORATORIES, INC.",US,DE
W13092069,us_md,PML SERVICES LLC,US,MD
,us_tx,GILA LLC,US,TX
213120,us_de,"GUY CARPENTER & COMPANY, LLC",US,DE
709718,us_de,"VERSAR, INC.",US,DE
2718485,us_de,"THE RITZ-CARLTON HOTEL COMPANY OF PUERTO RICO, INC.",US,DE
F51928,us_fl,"DANTZLER, INC.",US,FL
899406,us_de,"SPORTECH RACING, LLC",US,DE
0be792c5-a7d4-e011-a886-001ec94ffe7f,us_mn,"Elder-Jones, Inc.",US,MN
4695512,us_de,"AU AFFORDABLE HOUSING, LLC",US,DE
2830894,us_de,PENUELAS TECHNOLOGY PARK LLC,US,DE
390130,us_de,E. R. SQUIBB & SONS INTER-AMERICAN CORPORATION,US,DE
398673,us_nh,"MATRIX BUSINESS CONCEPTS, LLC",US,NH
2657605,us_de,"BLUE SKY TOWERS CARIBE, LLC",US,DE
0803251295,us_tx,"Disaster Recovery and Resiliency Solutions, LLC",US,TX
20171360366,us_co,Ambrosia Cropz LLC,US,CO
4235065,us_ny,PLATINUM FILINGS LLC,US,NY
2903439,us_de,"SUNRUN ULYSSES MANAGER 2024, LLC",US,DE
,us_nj,SAIBER LLC,US,NJ
2022-001195407,us_wy,Aquarius SIlver LLC,US,WY
20101635809,us_co,JJ MANAGEMENT & CONSULTING FIRM,US,CO
D15751431,us_md,"T47 INTERNATIONAL, INC",US,MD
001565056,us_ma,"MICRODESK, LLC",US,MA
2723244,us_de,"CLARO ENTERPRISE SOLUTIONS, LLC",US,DE
7652849,us_de,TORRADO EQUIPMENT LLC,US,DE
5438239,us_de,"MONTROSE AIR QUALITY SERVICES, LLC",US,DE
7533788,us_de,BUSHEL INC.,US,DE
,us_wa,CLUSA INC.,US,WA
1606711,us_ca,GENHOME MORTGAGE CORPORATION,US,CA
EXTUID_2851341,us_dc,Monex Inc.,US,DC
2783610,us_ny,"WELCH ALLYN, INC.",US,NY
2834977,us_de,"ASSETWORKS, INC.",US,DE
CORP_53631193,us_il,"MEDCOR, INC.",US,IL
6421003,us_de,SHOREPOINT INC.,US,DE
LLC_00627054,us_il,"WATTERSON ENVIRONMENTAL GROUP, LLC",US,IL
4065738,us_ny,LEAD TRANSPORTATION LLC,US,NY
3577757,us_de,"INMOBILIARIA ALAMEDA METROPOLITANA III, LLC",US,DE
1332916,us_ca,KEYENCE CORPORATION OF AMERICA,US,CA
,us_ny,"STCR BUSINESS SYSTEM, INC.",US,NY
5974702,us_de,"ENERTECH RESOURCES, LLC",US,DE
7013602,us_de,"SUNNOVA TEP 7-B, LLC.",US,DE
L17000203301,us_fl,"TIERRA CONSULTING GROUP, LLC",US,FL
,us_ny,TOYBRIDGE CORP.,US,NY
2357182,us_ny,MINISTERIOS VENCIENDO EN CRISTO,US,NY
0724648,us_nc,"AmWINS Special Risk Underwriters, LLC",US,NC
6776584,us_de,"SUNRUN TERRA PORTFOLIO 2022-A, LLC",US,DE
,us_de,"ABC FITNESS SOLUTIONS, LLC",US,DE
5479085,us_de,WYNDEN STARK LLC,US,DE
3801703,us_ny,"CARIBBEAN QUEST PROPERTIES, LLC",US,NY
F16744608,us_az,FIRST-CITIZENS BANK & TRUST COMPANY,US,AZ
P03000027405,us_fl,"DYNAMIC CHEMICAL PRODUCTS, INC.",US,FL
3496832,us_de,JOSEPH CAPITAL LLC,US,DE
,us_de,"APIF - PUERTO RICO, LLC",US,DE
809759,us_de,ELECTROLUX PUERTO RICO CORPORATION,US,DE
P17000075923,us_fl,"CEOHR, INC",US,FL
5354559,us_de,"EXACT SCIENCES LABORATORIES, LLC",US,DE
20041300144,us_co,Campos EPC LLC,US,CO
4022202,us_de,PRCI RE LLC,US,DE
,us_de,THALES DIS USA INC.,US,DE
2667726,us_de,RESOURCES CONNECTION LLC,US,DE
N16000002753,us_fl,THE ADVANCE COMMUNITY OUTREACH CENTER INC,US,FL
L20000048889,us_fl,PRABA LLC,US,FL
0600132990,us_nj,"AMERTECH TOWERSERVICES, LLC",US,NJ
883530,us_pa,Sourcepoint Fulfillment Services Inc.,US,PA
2013020500747,us_in,"JACE MEDICAL, LLC",US,IN
2061206,us_de,ORGANOGENESIS INC.,US,DE
19941053808,us_co,"Claire's Boutiques, Inc.",US,CO
5558132,us_de,"NSA TRS, LLC",US,DE
3788989,us_ny,"NATIVE OFFERINGS FARM, LLC",US,NY
7083088,us_de,"SUBWAY WORLDWIDE, INC.",US,DE
1A08071,us_wi,"NV5 GEOSPATIAL, INC.",US,WI
940654,us_sc,"TDE Puerto Rico, LLC",US,SC
1484191,us_nc,BLUE LANTERN CAPITAL LLC,US,NC
4750444,us_de,"ERNST & YOUNG CAPITAL ADVISORS, LLC",US,DE
0802978134,us_tx,PCWP Enterprises LLC,US,TX
562621,us_sc,NEPHRON STERILE COMPOUNDING CENTER LLC,US,SC
5047677,us_de,BP LATIN AMERICA LLC,US,DE
6149924,us_de,"TALLER CUBE, LLC",US,DE
05206284,us_az,"INTERNATIONAL COOLING TOWER USA, INC.",US,AZ
9229D,us_ak,"Northern Air Cargo, LLC",US,AK
,us_va,UNITED MUSLIM RELIEF INC.,US,VA
4268758,us_de,"WHM CARIB, LLC",US,DE
4996380,us_nm,BEACH TIME LLC,US,NM
L14000110943,us_fl,"SIDECAR HR, LLC",US,FL
5428716,us_de,"SERRALLES INVESTMENTS, LLC",US,DE
F1838913,us_va,"Integrated Global Services, Inc.",US,VA
,us_pa,CK REALT ESTATE HOLDINGS L.L.C.,US,PA
P94000074322,us_fl,"THE CSI COMPANIES, INC.",US,FL
0100992390,us_nj,"ADP PAYROLL SERVICES, INC.",US,NJ
5549556,us_de,ELEVEN LAS ESTANCIAS LLC,US,DE
NS007017,us_sd,"BLACK HILLS CHILDREN'S RANCH, INC.",US,SD
G52974,us_fl,"FLORIDA AQUASTORE AND UTILITY CONSTRUCTION, INC.",US,FL
000086738,us_ri,EVAN CORPORATION,US,RI
042481098,us_ma,"CREDIT CONTROL SERVICES, INC.",US,MA
1315897,us_ca,"YARDI SYSTEMS, INC.",US,CA
3894503,us_de,"GATOR OESTE OWNER, LLC",US,DE
65887D,us_ak,"SNC Manufacturing, L.L.C.",US,AK
2146584,us_de,D & K HEALTHCARE RESOURCES LLC,US,DE
3106037,us_ny,"HOUSING AMERICA SANTA ISABEL, LLC",US,NY
3938202,us_de,AFL TELECOMMUNICATIONS LLC,US,DE
3522807,us_de,"CAVALRY PORTFOLIO SERVICES, LLC",US,DE
19871497609,us_co,BGRS Relocation Inc.,US,CO
0671974,us_ct,INDUSTRIAL SUPPLY PLUS INCORPORATED,US,CT
,us_de,"GENESIS SOLUTIONS ACQUISITION, INC.",US,DE
1027207,us_ny,RHAC DEVELOPMENT CORP.,US,NY
3664686,us_de,JHED INCORPORATED,US,DE
4327072,us_de,"CARRINGTON MORTGAGE SERVICES, LLC",US,DE
946880,us_de,"AERONAUTICAL RADIO, INC.",US,DE
2631432,us_ny,"FRENKEL BENEFITS, LLC",US,NY
537045,us_nh,"PLANET FITNESS EQUIPMENT, LLC",US,NH
000114581,us_ri,"Picerne-Vista Del Rio II, Inc.",US,RI
2345088,us_de,"PALMAS DEL MAR PROPERTIES, INC.",US,DE
4647107,us_de,"PEP PUERTO RICO, LLC",US,DE
1109179,us_ny,"CURTIS INSTRUMENTS (PUERTO RICO), INC.",US,NY
88529,us_de,THE COCA-COLA COMPANY,US,DE
3132268,us_ny,CUSTOM EDUCATION FOUNDATION INC.,US,NY
L09000081920,us_fl,"SURF TELECOM, LLC",US,FL
E29169972023-4,us_nv,LatAM Soluciones LLC,US,NV
001526555,us_tn,Faith and Dreams LLC,US,TN
,us_pa,SIMPSON & MC CRADY LLC,US,PA
2020-000962675,us_wy,"Liberty Wireless, LLC",US,WY
,us_ok,PURPLE WIRELESS LLC,US,OK
5125503,us_de,"IHC SPECIALTY BENEFITS, INC.",US,DE
710440,us_ms,"Fisher Brown Bottrell Insurance, Inc.",US,MS
2197594,us_ny,"BRIGHTON HEALTH PLAN SOLUTIONS, LLC",US,NY
0100507098,us_nj,"MACROSOFT, INC.",US,NJ
5586953,us_de,INNOVACCER INC.,US,DE
202017210084,us_ca,BICCI CAPITAL LLC,US,CA
7078670,us_de,NEOGAMES SOLUTIONS LLC,US,DE
802612304,us_mi,KLE INC.,US,MI
P22000026113,us_fl,"PR LAND ACQUISITIONS, INC.",US,FL
7160548,us_de,JM MEDICAL GROUP LLC,US,DE
0802557577,us_tx,"One Fast Mortgage, LLC",US,TX
P21000090447,us_fl,BERRIOS CONTRACTING GROUP INC,US,FL
08248023,us_va,"O&M Halyard, Inc.",US,VA
6755625,us_de,"WISDOMTREE DIGITAL MOVEMENT, INC.",US,DE
3559021,us_ca,ACCESS LIMITED CONSTRUCTION,US,CA
6242702,us_de,"SUNNOVA TEP 6-C, LLC",US,DE
5261201,us_de,"REDAPTIVE CAPITAL I, LLC",US,DE
1834045,us_ca,THE TIDES CENTER,US,CA
634085,us_ia,"RXSTAR STAFFING AGENCY, LLC",US,IA
P04000065586,us_fl,"SURVTECH SOLUTIONS, INC.",US,FL
,us_ma,"THE ACHIEVEMENT NETWORK, CORP.",US,MA
3906294,us_de,190 OCTANE RETAIL LLC,US,DE
EXTUID_2700814,us_dc,HISPANIC ACCESS Foundation,US,DC
0800811957,us_tx,"Consolidated Asset Management Services (Texas), LLC",US,TX
5814560,us_de,FALCON RISK SERVICES LLC,US,DE
5908016,us_de,"JLC 2052 CALLE ESPANA QOF, LLC",US,DE
,us_de,"CAVALRY SVP II, LLC",US,DE
20130374D,us_me,"SSI CROSS, INC.",US,ME
,us_fl,"L.GANDIA & ASSOCIATES CORP., P.R. CORPORATION",US,FL
G83865,us_fl,"EAGLE ASSET MANAGEMENT, INC.",US,FL
S8095103,us_va,"Sev1Tech, LLC",US,VA
649473,us_pa,"PENN-TECH INTERNATIONAL, INC.",US,PA
W18684167,us_md,"ENSEMBLE COMMERCIAL SERVICES, LLC",US,MD
7734705,us_de,"TRAILER BRIDGE INTERNATIONAL, INC.",US,DE
7848919,us_de,"CARAVEL LABS, INC.",US,DE
,us_de,"RIFTWOOD HOSPITALITY MANAGEMENT II, LLC",US,DE
5437706,us_de,"ALLEN BROTHERS 1893, LLC",US,DE
P18000052772,us_fl,"TRADESTATION CRYPTO, INC.",US,FL
10239196,us_ne,"WAMSLEY CASA, LLC",US,NE
7935469,us_de,"CARMA PROJECT, INC.",US,DE
,us_mn,"GRAFE AUCTION COMPANY, INC CORPORATION",US,MN
4279864,us_de,"SUNNOVA HELIOS V ISSUER, LLC",US,DE
LC1738614,us_mo,"Parque del Este, LLC",US,MO
001461223,us_ma,"PG3-GP, LLC",US,MA
6114530,us_de,"GETINGE USA SALES, LLC",US,DE
11013224,us_va,Slyder Properties LLC,US,VA
L19000173616,us_fl,SECURITY & TECHNOLOGY DISTRIBUTORS LLC,US,FL
,us_fl,MARITIME MINISTRIES INTERNATIONAL INC.,US,FL
5581075,us_ny,"ISLAND OPPORTUNITIES, INC.",US,NY
4223575,us_de,"I-POS SYSTEMS, LLC",US,DE
6940371,us_de,"SUNSTONE PROPERTIES TRUST (PUERTO RICO COMMUNITY REVITALIZATION), LLC",US,DE
4808590,us_de,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,US,DE
3974460,us_de,LCPR VENTURES LLC,US,DE
,us_ak,KIRA FACILITIES MAINTENANCE LLC,US,AK
4333550,us_de,"FLAMBOYAN FOUNDATION, INC.",US,DE
6180661,us_de,"INSITE TOWERS DEVELOPMENT 2, LLC",US,DE
746d68ea-a8d4-e011-a886-001ec94ffe7f,us_mn,"Norstan Communications, Inc.",US,MN
L11000044985,us_fl,"411 CLAIMS, LLC",US,FL
0800768617,us_tx,Mpact Strategic Consulting LLC,US,TX
10245397,us_ne,"INTEGRATED HOSTED SERVICES, INC.",US,NE
0065247101,us_tx,"Send Relief, Inc.",US,TX
