company_number_pr,boricua_corp_name,model_data_global_parent_bvdid,parent_company_name,parent_country_iso_code,parent_state,filial_operating_revenue_max_eur_th
372307-1512,ATLANTIC COFFEE INDUSTRIAL SOLUTIONS LLC,US281580779L,"ATLANTIC COFFEE INDUSTRIAL SOLUTIONS, LLC",US,TX,1079313.208941
372751-1512,"REZPIRA, LLC",US318412547L,"REZPIRA, LLC",US,FL,1003447.29893
372371-112,"BOFA SECURITIES, INC.",US560906609,BANK OF AMERICA CORPORATION,US,NC,86841049.993501
371258-112,PB WORLDWIDE INC.,US060495050,PITNEY BOWES INC,US,CT,3009904.097383
373106-1512,ATC OPERATIONS LLC,US650723837,AMERICAN TOWER CORPORATION,US,MA,9870169.66393
373823-112,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,US461932921,SCIENCE APPLICATIONS INTERNATIONAL CORP,US,VA,7111601.122524
374263-112,INDIVIOR INC.,GB09237894,INDIVIOR PLC,GB,,830262.202173
374868-1512,"LOCKTON COMPANIES, LLC",US149118496L,"LOCKTON COMPANIES, LLC",US,MO,1735745.827353
378084-112,DOPPELMAYR USA INC.,AT9010013062,DOPPELMAYR HOLDING SE,AT,,947737.209191
378385-112,ALEX SPEEDY SERVICES CORPORATION,US303708722L,ALEX SPEEDY SERVICES CORP,US,NY,804389.372216
380855-1512,"SEVEN G PROPERTIES OSJ, LLC",US370789175L,"SEVEN G PROPERTIES OSJ, LLC",US,DE,804389.372216
375028-112,CAPGEMINI AMERICA INC.,FR330703844,CAPGEMINI,FR,,22932948.424494
378565-1512,PUERTO RICO CARIBE LESSEE LLC,US362058176,PARK HOTELS & RESORTS INC.,US,VA,2304646.20426
381354-1512,"GODADDY.COM, LLC",US149171493L,"GODADDY.COM, LLC",US,AZ,3849772.027925
383339-1512,"PLANCONNECT, LLC",US900226248,EQUITABLE HOLDINGS INC.,US,NY,16891469.85568
383844-112,SYMETRA LIFE INSURANCE COMPANY,JP5120005007271,SUMITOMO LIFE INSURANCE CO.,JP,,22841011.470493
381668-112,SV MANAGING MEMBER CORP.,US370758014L,SV MANAGING MEMBER CORP.,US,DE,804389.372216
383102-112,"SIEMENS GAMESA RENEWABLE ENERGY, INC.",DE8171104214,SIEMENS ENERGY AG,DE,,30379130.3091
383293-112,BELL TECHNICAL SERVICES INC.,US050315468,TEXTRON INC,US,RI,13080358.370348
384085-112,LUXOTTICA OF AMERICA INC.,US365542964L,LUXOTTICA OF AMERICA INC.,US,MN,869795.36884
384192-1512,"KELLERMEYER BERGENSONS SERVICES, LLC",US258088739L,"CRAIG COURT, INC.",US,NY,1979610.231107
386053-113,COGNIZANT WORLDWIDE LIMITED,US133728359,COGNIZANT TECHNOLOGY SOLUTIONS CORP,US,NJ,17833577.775448
386716-1512,SPECIALTY PROGRAM GROUP LLC,US302073839L,SPECIALTY PROGRAM GROUP LLC,US,NJ,905707.728919
385830-1512,"HOLMES, MURPHY AND ASSOCIATES, LLC",US365617232L,HOLMES MURPHY & ASSOCIATES LLC,US,MN,803644.071941
386696-112,"LONG LAKE MSR, INC.",US061377322,"NEW YORK COMMUNITY BANCORP, INC",US,NY,1533045.160235
388609-112,CVS PR CENTER INC.,US050494040,CVS HEALTH CORPORATION,US,RI,329686423.866741
389681-112,"NORTHERN AIR CARGO, LLC",US*110158215675,"SALTCHUK RESOURCES, INC.",US,,1021070.591081
387391-112,"DAVE & BUSTER'S OF PUERTO RICO, INC.",US370404965L,"DAVE & BUSTER'S OF PUERTO RICO, INC.",US,DE,1765860.729382
389380-1512,EXCEL BUILDING SERVICES LLC,US356287583L,"THE FACILITIES GROUP NATIONAL, LLC",US,FL,1394156.039764
389846-1513,MICRO FOCUS HOLDING PR B.V. LLC,CA31358NC,OPEN TEXT CORPORATION,CA,ON,4132855.890627
390272-1512,"HORMEL FOODS SALES, LLC",US410319970,HORMEL FOODS CORP,US,MN,11159243.341017
391218-1512,"GEMINI TRUST COMPANY, LLC",US365189729L,GEMINI TC LLC,US,MN,804389.372216
390268-122,AIDS HEALTHCARE FOUNDATION INC.,USFEI1020143,AIDS HEALTHCARE FOUNDATION,US,CA,1891625.174679
393405-112,STARLINK LOGISTICS INC.,FR395030844,SANOFI,FR,,43855809.660462
393788-1512,BP LATIN AMERICA LLC,US369107144L,BP AMERICA INC.,US,DE,804389.372216
393951-1512,"COINSTAR ASSET HOLDINGS,  LLC",US132282716L,"COINSTAR ASSET HOLDINGS, LLC",US,DE,2064505.022026
393951-1512,"COINSTAR ASSET HOLDINGS,  LLC",US132282716L,"COINSTAR ASSET HOLDINGS, LLC",US,DE,2064505.022026
396001-112,"MITSUBISHI TANABE PHARMA AMERICA, INC.",US407907746L,"MITSUBISHI TANABE PHARMA AMERICA, INC.",US,NY,804389.372216
396844-112,HISUN PHARMACEUTICALS USA INC.,CN30755PC,"ZHEJIANG HISUN PHARMACEUTICAL CO.,LTD.",CN,,1587700.052961
397767-112,"APPLIED RESEARCH ASSOCIATES, INC.",US149206148L,APPLIED RESEARCH ASSOCIATES INC,US,NM,1139069.09598
398166-1512,FS CREIT ORIGINATOR  LLC,US321810734L,FS CREIT ORIGINATOR LLC,US,PA,767013.595512
396763-112,PACCAR FINANCIAL CORP.,US910351110,PACCAR INC,US,WA,32369517.906541
396637-112,NEW BELGIUM BREWING COMPANY INC.,JP5010001034768,KIRIN HOLDINGS COMPANY LIMITED,JP,,13820361.561566
398993-113,OPTAL FINANCIAL LIMITED,US010526993,WEX INC.,US,ME,2347954.803364
400399-112,MICHELS  CORPORATION,US132297629L,MICHELS CORPORATION,US,WI,1793664.353396
400743-112,"VOLKERT, INC.",US246015302L,VOLKERT INC,US,,2800198.365682
400825-112,INTERCLAIM WORLDWIDE CLAIMS CONSULTANTS INC.,US318824900L,INTERCLAIM INC.,US,FL,849940.04612
401014-1512,"PCC SUB-CDE III, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
401018-1512,"PCC SUB-CDE IV, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
401020-1512,"PCC SUB-CDE V, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
401833-1512,"ADJUSTERS INTERNATIONAL PUERTO RICO, LLC",US371229518L,"ADJUSTERS INTERNATIONAL PUERTO RICO, LLC",US,DE,887168.845333
400854-1512,"PCC SUB-CDE VII, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
401011-1512,"PCC SUB-CDE I, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
401012-1512,"PCC SUB-CDE II, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
402838-112,"TAPESTRY, INC.",US522242751,TAPESTRY INC,US,NY,6435448.990652
402810-112,"PILOT CATASTROPHE SERVICES, INC.",US149137450L,"PILOT CATASTROPHE SERVICES, INC.",US,AL,1177375.037219
403381-112,VITAMIN WORLD USA CORPORATION,KY41315WB,CHINA FEIHE LIMITED,KY,,2811018.673403
403991-1512,SPECIALIZED LOAN SERVICING LLC,AU005485825,COMPUTERSHARE LIMITED,AU,,2918105.827471
402646-1512,"AES ES TAIT, LLC",US541163725,AES CORPORATION (THE),US,VA,11626418.894816
15005-112,UNITED CONSUMER FINANCIAL SERVICES COMPANY,US470813844,BERKSHIRE HATHAWAY INC.,US,NE,75708584.200308
15000-112,RGA REINSURANCE COMPANY,US431627032,REINSURANCE GROUP OF AMERICA INC.,US,MO,14981559.293542
15038-112,"LAWSON PRODUCTS,INC.",US266691554L,SOUTHWEST JLK CORPORATION,US,TX,1421177.642736
15203-112,ALTRIA INTERNATIONAL SALES INC.,US133260245,"ALTRIA GROUP, INC.",US,VA,22560829.986331
15231-112,"IDT AMERICA, CORP.",US223415036,IDT CORP,US,NJ,1141589.921191
15261-112,"INDUSTRIAS BANILEJAS, SAS",DO11568SDQ,INDUSTRIAS BANILEJAS,DO,,782416.191407
15279-112,ACAR LEASING LTD.,US299380940L,ACAR LEASING LTD.,US,TX,943757.943395
15281-112,LUCERO DE ALBA MANAGING MEMBER INC.,US368634983L,LUCERO DE ALBA MANAGING MEMBER INC,US,DE,804389.372216
15320-112,"OPEN SYSTEMS INTERNATIONAL, INC.",US430259330,EMERSON ELECTRIC CO,US,MO,13974393.970937
15321-112,VITAMIN SHOPPE INDUSTRIES LLC,US270223495,"B. RILEY FINANCIAL, INC.",US,CA,1026687.06632
15326-112,C&W FACILITY SERVICES INC.,GB11414195,CUSHMAN & WAKEFIELD PLC,GB,,9312291.029854
15338-112,GLOBAL TEL*LINK CORPORATION,US*920491661,"ASCP, LLC",US,,1037840.768748
15357-112,"SHOE CARNIVAL, INC.",US351736614,SHOE CARNIVAL INC,US,IN,1192537.272052
15364-112,ELLIOT TURBOMACHINERY CO. INC.,JP1010801001748,EBARA CORPORATION,JP,,4729845.925871
15409-112,"PB ELDERLY, CORP.",US369106265L,PB ELDERLY CORP,US,DE,804389.372216
15443-112,WESTJET AIRLINES LTD.,CA5-62040066I,NEW ONCAN CANADIAN HOLDINGS LTD.,CA,,6680796.283647
15479-112,EDGEWOOD PARTNERS INSURANCE CENTER,US123948988L,"EDGEWOOD PARTNERS INSURANCE CENTER, INC.",US,CA,807239.456725
15493-112,"SPECTRUM BRANDS, INC.",US741339132,"SPECTRUM BRANDS HOLDINGS, INC.",US,WI,3025235.86635
15571-112,ABBOTT HEALTHCARE (PUERTO RICO) LTD.,US360698440,ABBOTT LABORATORIES,US,IL,40225781.731675
15573-112,"TSK ELECTRONICA Y ELECTRICIDAD USA, CORP.",ESA48035901,TSK ELECTRONICA Y ELECTRICIDAD SA,ES,,959130.185444
15586-112,ILLUMIFIN CORPORATION,US271605762,CONCENTRIX CORPORATION,US,CA,6556128.22592
15587-112,MONSTER ENERGY COMPANY,US471809393,MONSTER BEVERAGE CORPORATION,US,CA,5815557.40129
15617-112,"VESTAS-AMERICAN WIND TECHNOLOGY, INC.",DK10403782,VESTAS WIND SYSTEMS A/S,DK,,15662642.845167
15624-112,"MOTOROLA SOLUTIONS, INC.",US361115800,"MOTOROLA SOLUTIONS, INC.",US,IL,9194623.339494
15633-112,"VALLEN DISTRIBUTION, INC.",US133138625L,"VALLEN DISTRIBUTION, INC.",US,DE,4648417.756224
15644-112,WILLIAM A. GRAHAM COMPANY,US362668272,MARSH & MCLENNAN COMPANIES INC,US,NY,20950977.707256
15668-112,WEX PAYMENTS INC.,US010526993,WEX INC.,US,ME,2347954.803364
15722-112,"ABBOTT RAPID DX NORTH AMERICA, L.L.C.",US360698440,ABBOTT LABORATORIES,US,IL,40225781.731675
15660-112,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN JUAN, INC.",US630860407,ENCOMPASS HEALTH CORPORATION,US,AL,4007183.870673
15712-112,KONINKLIJKE LUCHTVAART MAATSCHAPPIJ N.V.,NL33014286,KLM ROYAL DUTCH AIRLINES NV,NL,,12539000.0
15096-112,MERRILL LYNCH LIFE AGENCY OF WASHINGTON,US560906609,BANK OF AMERICA CORPORATION,US,NC,86841049.993501
15119-112,IBERIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA,ESA85845535,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,ES,,22670653.962624
15504-112,HCL AMERICA INC.,IN30691FI,HCL TECHNOLOGIES LIMITED,IN,,11597870.245203
15702-112,TATA CONSULTANCY SERVICES (PHILIPPINES) INC.,IN0000021455,TATA SONS PRIVATE LIMITED,IN,,26955884.540191
15284-112,NATURGY APROVISIONAMIENTOS S.A.,ESA08015497,"NATURGY ENERGY GROUP, S.A.",ES,,33382839.696918
15066-112,CAPITAL BROKERAGE CORPORATION,US800873306,GENWORTH FINANCIAL INC,US,VA,4034278.134254
15429-112,"DANNON PR, INC.",FR552032534,DANONE,FR,,27186891.65103
15518-112,"COADVANTAGE RESOURCES IV, INC.",US*903673069,AQUILINE HOLDINGS LP,US,DE,1247132.291159
15694-112,SOUTHWEST AIRLINES CO.,US741563240,SOUTHWEST AIRLINES CO.,US,TX,24042552.91083
15721-112,INCYTE CORPORATION,US943136539,INCYTE CORPORATION,US,DE,3405500.231388
15731-112,WHEELER FLEET SOLUTIONS CORP.,US540649263,VSE CORP,US,VA,875195.542975
15048-112,BENCO DENTAL SUPPLY CO.,US128106349L,BENCO DENTAL,US,PA,1241328.178548
15087-112,"CCC INFORMATION SERVICES, INC.",US356315321L,AIC PARENT INC,US,DE,2460532.188684
15504-112,HCL AMERICA INC.,IN30691FI,HCL TECHNOLOGIES LIMITED,IN,,11597870.245203
15739-112,INFOSYS BPM LIMITED,IN30143FI,INFOSYS LIMITED,IN,,16449693.02028
15750-112,HERSHEY CREAMERY COMPANY,US128254101L,HERSHEY CREAMERY CO,US,PA,892307.291851
15770-112,ACCENTURE SOLUTIONS PRIVATE LIMITED,IE471706,ACCENTURE PUBLIC LIMITED COMPANY,IE,,59078301.458696
15790-112,"LIME RESIDENTIAL, LTD.",CHCHE395345924,UBS GROUP AG,CH,,64283070.172538
15785-112,CARGOLUX AIRLINES INTERNATIONAL S.A.,LULB8916,CARGOLUX AIRLINES INTERNATIONAL S.A.,LU,,4770818.0
15787-112,WENDY'S SINGAPORE PTE. LTD.,US380471180,WENDY'S COMPANY (THE),US,OH,2010301.434711
15766-112,"KEYSIGHT TECHNOLOGIES WORLD TRADE, INC.",US464254555,"KEYSIGHT TECHNOLOGIES, INC.",US,CA,5035019.941584
404594-1512,FKM UNION LLC,US313681853L,FKM UNION LLC,US,NY,804389.372216
404626-1512,IWG-TLA ENCANTO 1 LLC,US650723837,AMERICAN TOWER CORPORATION,US,MA,9870169.66393
405101-1512,"SERVICEMAC,  LLC",US261911571,FIRST AMERICAN FINANCIAL CORPORATION,US,CA,6922644.103327
405582-112,"HEALTHPLAN SERVICES, INC.",US358888133L,HEALTHPLAN SERVICES INC,US,UT,898147.133121
405176-1512,NRG DG DEVELOPMENT LLC,US411724239,"NRG ENERGY, INC.",US,NJ,29066532.861724
405703-1512,"BROWN & JOSEPH, LLC",US*110347671067,INCLINEPARTNERS FEEDER L.P.,US,,1197791.625293
407394-1512,BOSCO PUERTO RICO LLC,US371217623L,"BOSCO PUERTO RICO, LLC",US,DE,804389.372216
407528-1512,NEPHRON STERILE COMPOUNDING CENTER  LLC,US356494997L,NEPHRON STERILE COMPOUNDING CENTER LLC,US,SC,921997.718687
407919-122,EDUCATIONAL MEDIA FOUNDATION INC.,US124023201L,EDUCATIONAL MEDIA FOUNDATION INCORPORATED A/K/A EDUCATIONAL MEDIA FOUNDATION,US,CA,960998.023423
407880-1512,"VERTICAL BRIDGE S3 ASSETS, LLC",US365175425L,"VERTICAL BRIDGE S3 ASSETS, LLC",US,MN,1278215.311872
407122-122,UNIVERSITY SYSTEM OF NEW HAMPSHIRE CORPORATION,US127437195L,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,US,NH,1078292.752062
407207-112,SUNRUN INC.,US262841711,SUNRUN INC.,US,CA,2176470.198566
408628-1512,VIDA HERMOSA LLC,US371586557L,VIDA HERMOSA LLC,US,DE,804389.372216
408941-1512,PROMETRIC  LLC,SE5568494180,EQT AB,SE,,2122026.35059
409870-1512,IBT LLC,US302690834L,"IBT, LLC",US,VA,2087657.208081
409972-1512,"NATIONAL PARTNERS PFCO,  LLC",US133727655,STEEL PARTNERS HOLDINGS L.P.,US,NY,1562330.908871
410403-112,"ETHOSENERGY TC, INC.",GBSC036219,JOHN WOOD GROUP PLC,GB,,5819474.650878
409240-112,AMADA CAPITAL CORPORATION,JP7021001020895,"AMADA CO., LTD.",JP,,2524548.303504
409632-113,APR ENERGY HOLDINGS LIMITED,US*Z00588884,POSEIDON ACQUISITION CORPORATION,US,NY,1468301.253431
408816-1512,PORTAL DE SABRINA LLC,US371580572L,PORTAL DE SABRINA LLC,US,DE,804389.372216
409554-112,ROTHSCHILD  INC.,US173303334L,ROTHSCHILD INC,US,NY,751786.672274
408763-1512,PARK AVENUE SECURITIES LLC,US135123390,GUARDIAN LIFE INSURANCE CO. OF AMERICA,US,NY,11625708.426824
411138-1512,"ALVAREZ & MARSAL NORTH AMERICA, LLC",US365447345L,ALVAREZ & MARSAL NORTH AMERICA LLC,US,MN,862983.906712
412015-112,GESTION TECNOLOGICA E INDUSTRIAL  INC.,US319517600L,"GESTION TECNOLOGICA E INDUSTRIAL, INC",US,FL,1003447.29893
411083-1512,SUNRUN SIRIUS MANAGER 2018 LLC,US262841711,SUNRUN INC.,US,CA,2176470.198566
411085-1512,"SUNRUN SIRIUS OWNER 2018, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
412514-112,"TRINET HR III-B, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
412538-112,"TRINET HR I,  INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
412540-112,"TRINET HR XI, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
413059-112,"TRINET HR III, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
413117-112,"FITBIT, LLC",US611767919,ALPHABET INC.,US,CA,283260409.165492
413895-112,EBAY COMMERCE INC.,US770430924,EBAY INC,US,CA,9025988.0945
414366-1512,KRYPTONITE MINE  LLC,US309801554L,KRYPTONITE MINE LLC,US,MO,804389.372216
412895-112,"TRINET USA, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
413059-112,"TRINET HR III, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
414754-1512,"PSS PATIENT SOLUTION SERVICES, LLC",US952557091,TENET HEALTHCARE CORP,US,TX,18934746.030313
414979-112,"AMERESCO,  INC.",US043512838,AMERESCO INC,US,MA,1710503.352087
415990-112,AMWAY CORP.,US139313974L,ALTICOR GLOBAL HOLDINGS INC.,US,MI,2906786.025786
416204-112,AXON ENTERPRISE INC.,US860741227,"AXON ENTERPRISE, INC.",US,AZ,1414832.849203
414560-112,WILLIS TOWERS WATSON CAC INC.,IE475616,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,IE,,8214150.787727
415342-1512,"NOVASYTE, LLC",US271341991,IQVIA HOLDINGS INC.,US,NC,13807583.274093
415042-1512,"WESTERN UNION INTERNATIONAL SERVICES, LLC",US204531180,WESTERN UNION CO. (THE),US,CO,4014926.220954
417008-1512,"ASD SPECIALTY HEALTHCARE, LLC",US233079390,CENCORA INC,US,PA,241590042.357571
417034-1512,"INTEGRATED COMMERCIALIZATION SOLUTIONS,  LLC",US233079390,CENCORA INC,US,PA,241590042.357571
417311-113,LCPR CAYMAN HOLDING  INC.,BM52714R,LIBERTY LATIN AMERICA LIMITED,BM,,4437062.803671
417343-112,NEW YORK MARINE AND GENERAL INSURANCE COMPANY,US241492856L,PROSIGHT SPECIALTY MANAGEMENT COMPANY INC.,US,NJ,1059809.237493
417655-112,JONES/COVEY GROUP  INCORPORATED,US*110347669473,MIDOCEANMANAGER HOLDINGS LP,US,,5323145.029217
418071-1512,SECURED LAND TRANSFERS  LLC,US208050955,ANYWHERE REAL ESTATE INC,US,NJ,6365650.375104
418404-1512,SYNAPSE SERVICES LLC,US843727412,IAC INC.,US,NY,4022514.682578
418679-112,"HAYS COMPANIES, INC.",US590864469,BROWN & BROWN INC,US,FL,3292851.799269
419328-112,"METLIFE LEGAL PLANS, INC.",US134075851,METLIFE INC.,US,NY,50665336.662383
420004-112,APPLE PAYMENTS INC.,US293545196L,APPLE PAYMENTS INC.,US,CA,795151.353196
420047-112,"ÖSSUR AMERICAS,  INC.",US364910063L,"OSSUR AMERICAS, INC.",US,MI,1845628.960861
420369-112,BEACON SALES ACQUISITION INC.,US258018722L,"BEACON SALES ACQUISITION, INC.",US,MA,753797.473982
419214-1512,"SUNRUN CYGNUS MANAGER 2018,  LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
420370-112,AGORDIA INC.,US371957204L,"AGORDIA, INC.",US,DE,804389.372216
420029-112,WILLIS TOWERS WATSON MIDWEST INC.,IE475616,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,IE,,8214150.787727
418833-812,GRANT THORNTON LLP,US149092141L,GRANT THORNTON FOUNDATION,US,IL,2479636.896219
419215-1512,"SUNRUN CYGNUS OWNER 2018,  LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
420730-112,ACCOUNTS RECEIVABLE AUTOMATED SOLUTIONS  INC.,CA30367NC,CGI INC.,CA,QC,9744039.940408
421341-112,"DELTEK, INC.",US510263969,"ROPER TECHNOLOGIES, INC.",US,FL,5692771.76122
421620-1512,"ROBINHOOD CRYPTO,  LLC",US464364776,"ROBINHOOD MARKETS, INC.",US,CA,1718577.19548
421225-1512,A-TO-BE USA LLC,US358253693L,A-TO-BE USA LLC,US,IL,750826.536062
423742-112,"THYSSENKRUPP POLYSIUS NORTH AMERICA, INC.",DE5110216866,THYSSENKRUPP AG,DE,,36643598.43142
424140-112,"HC2 STATION GROUP, INC.",US541708481,INNOVATE CORP,US,NY,1508753.881788
424195-1512,"MAGELLAN RX MANAGEMENT, LLC",US245084450L,"GUIDEWELL, INC.",US,FL,3378740.836897
423212-112,"PROGYNY, INC.",US272220139,"PROGYNY, INC.",US,NY,985156.11896
425203-1512,"RISK CONSULTING PARTNERS,  LLC",US*4000000225888,"ALERA GROUP ULTIMATE HOLDINGS, LLC",US,,5603209.115685
428073-112,AJINOMOTO CAMBROOKE INC.,JP8010001034740,AJINOMOTO COMPANY INC,JP,,9382750.840557
427914-112,"CLAIRE'S BOUTIQUES, INC.",US590940416,"CLAIRE'S STORES, INC.",US,IL,1298257.778029
429577-112,HITACHI ENERGY USA  INC.,JP7010001008844,HITACHI LTD,JP,,75118831.262945
430131-1512,COLLIERS MORTGAGE LLC,CA40844NC,COLLIERS INTERNATIONAL GROUP INC.,CA,ON,3994783.025081
431394-1512,"BALDWIN KRYSTYN SHERMAN PARTNERS, LLC",US611937225,BALDWIN INSURANCE GROUP INC,US,FL,903723.302433
432456-1512,"BAKKT CRYPTO SOLUTIONS, LLC",US371411738L,"BAKKT CRYPTO SOLUTIONS, LLC",US,DE,804389.372216
434573-112,"LIVANOVA USA, INC.",GB09451374,LIVANOVA PLC,GB,,941582.261875
435467-1512,"EMPOWER RETIREMENT, LLC",CA274347995L,PANSOLO HOLDING INC,CA,ON,35764175.438027
435477-112,PREVOST CAR (US) INC.,SE5560125790,AB VOLVO,SE,,50725577.160467
435732-1512,"TEPDB OPCO, LLC",US363562655L,TEPDB OPCO LLC,US,MN,793684.665286
436120-1512,HCI IVD HOLDINGS MEMBER LLC,US372497639L,HCI IVD HOLDINGS MEMBER LLC,US,DE,804389.372216
436350-112,"STONE & WEBSTER, L.L.C.",US135416910,"STONE & WEBSTER, INC.",US,MA,1162499.200575
436702-112,CHECKFREEPAY CORPORATION,US391506125,FISERV INC,US,WI,17594002.624001
436736-112,KRAUSS-MAFFEI CORPORATION,CN9502455515,SINOCHEM HOLDINGS CORPORATION LTD,CN,,29658197.888688
437013-112,"CONSUMERINFO.COM, INC.",GBJE93905,EXPERIAN PLC,GB,,6099339.142837
437043-112,E3 FEDERAL SOLUTIONS PR INC.,GB04586941,QINETIQ GROUP PLC,GB,,1802613.855992
435583-112,SUN COAST RESOURCES INC.,US124033392L,"AMERICAN INDUSTRIAL PARTNERS III, L.P.",US,CA,942246.842478
435306-1512,TCS TECH NETWORK LLC,US372492770L,TCS TECH NETWORK LLC,US,DE,804389.372216
436940-112,WILLIS TOWERS WATSON SOUTHEAST INC.,IE475616,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,IE,,8214150.787727
436353-112,DSV AIR & SEA INC.,DK58233528,DSV A/S,DK,,31146923.20783
436933-1512,PSEG PUERTO RICO LLC,US372634673L,PSEG PUERTO RICO LLC,US,DE,804389.372216
435194-112,"MCNEIL & COMPANY, INC.",BM29407R,ARCH CAPITAL GROUP LTD,BM,,8930435.217801
435537-1512,LOCKTON AFFINITY LLC,US149118496L,"LOCKTON COMPANIES, LLC",US,MO,1735745.827353
437223-112,CITY ELECTRIC SUPPLY COMPANY,US131095628L,CITY ELECTRIC SUPPLY COMPANY,US,FL,1537555.871049
437729-112,"NOVO NORDISK PHARMA,  INC.",DK24256790,NOVO NORDISK A/S,DK,,31732476.91998
437499-112,"PTC THERAPEUTICS, INC.",US043416587,"PTC THERAPEUTICS, INC.",US,NJ,848707.311418
438415-112,"TOSHIBA GLOBAL COMMERCE SOLUTIONS, INC.",JP1010001230585,TBJ HOLDING INC.,JP,,23207432.342388
439981-1512,SECURITY & TECHNOLOGY DISTRIBUTORS LLC,US312254564L,SECURITY & TECHNOLOGY DISTRIBUTORS LLC,US,FL,1079741.517012
440709-1512,JACE MEDICAL LLC,US134151777,"ZIMMER BIOMET HOLDINGS, INC.",US,IN,6813667.620435
439773-1512,"CH2M FACILITY SUPPORT SERVICES,  LLC",US881121891,JACOBS SOLUTIONS INC.,US,TX,15068564.438604
440259-112,HCL AMERICA SOLUTIONS  INC.,IN30691FI,HCL TECHNOLOGIES LIMITED,IN,,11597870.245203
439873-1512,FERME ATABEIRA  L.L.C.,US313004087L,FERME ATABEIRA L.L.C.,US,DC,804389.372216
441105-112,AVAYA CLOUD INC.,US261119726,AVAYA HOLDINGS CORP.,US,CA,2294505.310353
440259-112,HCL AMERICA SOLUTIONS  INC.,IN30691FI,HCL TECHNOLOGIES LIMITED,IN,,11597870.245203
441385-112,PROSEGUR TECHNOLOGY INTERNATIONAL INC.,ESB78510492,GUBEL SL,ES,,4362102.993759
441812-112,"CARFAX, INC.",US131026995,S&P GLOBAL INC.,US,NY,11515847.590972
441892-1512,"PRODUCTION RESOURCE GROUP, L.L.C.",US127888573L,PRODUCTION RESOURCE GROUP LLC,US,NY,974747.340829
442004-1512,"BEECHER CARLSON INSURANCE SERVICES, LLC",US590864469,BROWN & BROWN INC,US,FL,3292851.799269
442314-1512,TECHSTARS CENTRAL LLC,US310669331L,TECHSTARS CENTRAL LLC,US,DE,1511521.758191
442456-1512,"DEEP BLUE COMMUNICATIONS, LLC",US270000798,COMCAST CORPORATION,US,PA,112027320.912138
442785-112,PLUG POWER INC.,US223672377,PLUG POWER INC,US,NY,806642.171925
442789-112,DEALER INSPIRE INC.,US396798938L,DEALER INSPIRE INC,US,PA,804389.372216
442852-112,"NUTRITION & BIOSCIENCES USA 4, INC.",US399443378L,"NUTRITION & BIOSCIENCES USA 4, INC.",US,NM,1277094.412696
441320-1511,"PRAK INDUSTRIES, LLC",US329378003L,PRAK INDUSTRIES LLC,US,,804389.372216
441609-112,SOURCEPOINT FULFILLMENT SERVICES INC.,IN001570615IND,RPSG VENTURES LIMITED,IN,,803193.463837
441730-112,SAFILO USA CORPORATION,IT03032950242,SAFILO GROUP SPA,IT,,1058290.083256
442235-1512,PROVANTAGE CORPORATE SOLUTIONS LLC,US355583369L,PROVANTAGE CORPORATE SOLUTIONS LLC,US,RI,809293.905081
443343-112,"SUN COUNTRY, INC.",US314879018L,"SUN COUNTRY, INC.",US,MN,838177.788234
443364-1512,MASTERCARD TRANSACTION SERVICES (US) LLC,US134172551,MASTERCARD,US,NY,22787487.705472
443581-1512,SMA SOLAR TECHNOLOGY AMERICA LLC,DE6150026135,SMA SOLAR TECHNOLOGY AG,DE,,1047675.820468
444650-112,SQUARETRADE INS SERVICES INC.,US363871531,THE ALLSTATE CORP.,US,IL,46007149.12791
445290-112,"CSG FORTE PAYMENTS,  INC.",US470783182,CSG SYSTEMS INTERNATIONAL INC,US,CO,1077458.067358
443605-1512,COSTCO-INNOVEL SOLUTIONS  LLC,US911223280,COSTCO WHOLESALE CORP,US,WA,226954000.0
447320-112,"TRINOVA,  INC.",IE512978,EATON CORPORATION PLC,IE,,19122749.130365
446185-1512,"COMINO FILM TRANSPORTATION, LLC",US366303425L,"COMINO FILM TRANSPORTATION, LLC",US,DE,804389.372216
